id,sex,age,education,job,salary,phone,marry,email,company,fired,value
Cust-11470,男,67,初中及其以下,普通工人,5万以下,153****0184,是,rosa1@adventure-works.com,6478 Hastings Dr.,是,一般价值客户
Cust-11485,男,49,高中,普通工人,5至10万,150****0112,是,chase10@adventure-works.com,9192 Dublin Court,否,一般价值客户
Cust-11500,女,34,大专,普通工人,5至10万,131****0115,是,jada23@adventure-works.com,9467 Morning Glory Dr,否,一般价值客户
Cust-11515,男,35,高中,普通工人,10至20万,175****0147,否,kurt12@adventure-works.com,6671 Del Rey St.,否,一般价值客户
Cust-11530,男,24,初中及其以下,普通工人,5万以下,173****0115,否,casey6@adventure-works.com,6199 G St.,否,一般价值客户
Cust-11545,男,20,高中,普通工人,5至10万,133****0125,否,melody17@adventure-works.com,2236 Buena Vista Ave,否,一般价值客户
Cust-11560,男,34,高中,普通工人,10至20万,188****0119,是,justin10@adventure-works.com,6366 Dayton Court,否,高价值客户
Cust-11575,男,20,大专,普通工人,5至10万,139****0156,是,ruben30@adventure-works.com,6603 Jennifer Way,否,一般价值客户
Cust-11590,男,53,初中及其以下,普通工人,5万以下,180****0156,是,henry16@adventure-works.com,5038 Candy Rd,否,一般价值客户
Cust-11605,女,34,大专,普通工人,5至10万,188****0194,否,sebastian16@adventure-works.com,9903 East Leland,否,低价值客户
Cust-11620,女,43,本科,专业人员,20至30万,138****0182,否,marc6@adventure-works.com,9435 Breck Court,否,高价值客户
Cust-11635,男,38,大专,普通工人,5至10万,151****0110,是,geoffrey16@adventure-works.com,7585 Ida Drive,否,一般价值客户
Cust-11650,女,47,高中,普通工人,5至10万,166****0171,是,alyssa30@adventure-works.com,2038 Sundance Drive,否,一般价值客户
Cust-11665,女,27,本科,管理人员,20至30万,150****0171,否,mitchell7@adventure-works.com,5592 Byers Rd.,否,一般价值客户
Cust-11680,男,39,大专,普通工人,10至20万,150****0155,是,francisco19@adventure-works.com,4469 Rain Drop Circle,否,一般价值客户
Cust-11695,男,33,硕士及其以上,公司白领,10至20万,157****0148,是,gabrielle58@adventure-works.com,33 RiverRock Dr,否,一般价值客户
Cust-11710,男,68,大专,普通工人,10至20万,172****0195,否,sean41@adventure-works.com,2886 Chaparral Court,是,高价值客户
Cust-11725,男,45,高中,管理人员,5至10万,149****0179,否,kaylee35@adventure-works.com,3173 Darlene Drive,否,一般价值客户
Cust-11740,男,42,本科,专业人员,20至30万,173****0132,是,leah19@adventure-works.com,9850 Martindale,否,低价值客户
Cust-11755,女,22,本科,公司白领,20至30万,135****0140,否,jaime12@adventure-works.com,4867 Rosebuck Way,否,一般价值客户
Cust-11770,女,37,本科,专业人员,30万以上,133****0125,否,kurt9@adventure-works.com,4444 Buckingham Dr.,否,一般价值客户
Cust-11785,男,42,本科,管理人员,20至30万,157****0125,否,blake39@adventure-works.com,32 chaussée de Tournai,否,高价值客户
Cust-11800,男,24,初中及其以下,普通工人,5万以下,172****0143,否,eugene10@adventure-works.com,8470 Cliffside Drive,否,高价值客户
Cust-11815,女,63,高中,普通工人,5至10万,166****0127,是,edward43@adventure-works.com,4409 North Ranchford,是,一般价值客户
Cust-11830,男,34,高中,普通工人,5至10万,166****0136,是,christian44@adventure-works.com,7613 Orangewood Dr,否,高价值客户
Cust-11845,女,56,高中,普通工人,5至10万,151****0115,否,lucas7@adventure-works.com,6288 Relief Valley Ct.,否,高价值客户
Cust-11860,女,51,大专,普通工人,10至20万,186****0126,是,kyle15@adventure-works.com,5854 Onley Dr,否,一般价值客户
Cust-11875,女,42,初中及其以下,普通工人,10至20万,182****0189,否,micah1@adventure-works.com,1468 Napa St.,否,高价值客户
Cust-11890,女,21,高中,普通工人,10至20万,136****0110,是,leonard18@adventure-works.com,9474 Rose Street,否,高价值客户
Cust-11905,男,65,初中及其以下,普通工人,5万以下,131****0141,是,joanna13@adventure-works.com,6387 Tanager Road,是,一般价值客户
Cust-11920,女,57,本科,技术工人,20至30万,157****0184,否,larry14@adventure-works.com,9941 Clyde Street,否,低价值客户
Cust-11935,女,39,本科,技术工人,20至30万,139****0178,否,seth40@adventure-works.com,3393 Alpha Way,否,高价值客户
Cust-11950,女,27,大专,普通工人,10至20万,145****0154,是,casey7@adventure-works.com,2651 St. Francis Dr.,否,一般价值客户
Cust-11965,女,34,高中,普通工人,5至10万,137****0151,是,brooke3@adventure-works.com,7333 Landana St.,否,高价值客户
Cust-11980,男,64,高中,普通工人,5至10万,185****0115,否,alvin21@adventure-works.com,4051 Sun View Terrace,是,一般价值客户
Cust-11995,女,28,初中及其以下,普通工人,5至10万,155****0115,否,russell6@adventure-works.com,2253 Firestone Dr.,否,高价值客户
Cust-12010,男,41,大专,普通工人,5万以下,166****0191,否,madison22@adventure-works.com,8138 Brook Way,否,高价值客户
Cust-12025,男,37,大专,普通工人,5至10万,149****0181,否,dwayne9@adventure-works.com,3936 Diablo View Road,否,低价值客户
Cust-12040,男,57,高中,普通工人,5至10万,188****0139,是,brandy20@adventure-works.com,6905 Camino Ricardo,否,高价值客户
Cust-12055,男,56,本科,技术工人,20至30万,150****0123,否,latasha19@adventure-works.com,4983 Hilltop Road,否,一般价值客户
Cust-12070,男,48,本科,公司白领,30万以上,149****0158,否,cody5@adventure-works.com,4367 Citrus Ave.,否,一般价值客户
Cust-12085,男,23,大专,普通工人,10至20万,189****0126,是,zachary37@adventure-works.com,3986 Lunar Lane,否,一般价值客户
Cust-12100,男,41,本科,专业人员,20至30万,156****0130,否,mindy10@adventure-works.com,91 Kalima Place,否,高价值客户
Cust-12115,男,42,高中,普通工人,5至10万,175****0184,是,cameron48@adventure-works.com,7541 B Wildbrook Ct.,否,一般价值客户
Cust-12130,女,37,高中,普通工人,5至10万,176****0113,否,thomas71@adventure-works.com,5255 Corte Valencia,否,高价值客户
Cust-12145,女,59,高中,普通工人,5至10万,137****0161,否,clinton3@adventure-works.com,6992 Mt. Whitney Way,否,低价值客户
Cust-12160,女,40,大专,普通工人,5至10万,135****0192,是,lauren23@adventure-works.com,2713 Chinquapin Court,否,一般价值客户
Cust-12175,男,49,高中,普通工人,10至20万,186****0117,否,jaclyn22@adventure-works.com,2 rue Malar,否,一般价值客户
Cust-12190,男,57,高中,普通工人,5至10万,187****0174,是,sara43@adventure-works.com,3785 Treat Blvd.,否,一般价值客户
Cust-12205,男,52,初中及其以下,普通工人,10至20万,152****0181,是,haley38@adventure-works.com,1707 Piper Ridge Court,否,一般价值客户
Cust-12220,女,50,本科,技术工人,20至30万,130****0144,否,kelli21@adventure-works.com,6315 Olive Ave.,否,一般价值客户
Cust-12235,男,47,初中及其以下,普通工人,5万以下,175****0125,是,jamie20@adventure-works.com,6387 Balhan Dr.,否,一般价值客户
Cust-12250,男,33,大专,普通工人,10至20万,184****0177,否,andre16@adventure-works.com,1008 Lydia Lane,否,低价值客户
Cust-12265,女,35,初中及其以下,普通工人,10至20万,152****0132,否,caroline15@adventure-works.com,2678 Village Pl,否,一般价值客户
Cust-12280,男,55,初中及其以下,普通工人,5万以下,132****0131,否,jason39@adventure-works.com,6126 North Sixth Street,否,一般价值客户
Cust-12295,女,33,高中,普通工人,5至10万,155****0113,否,raymond21@adventure-works.com,3557 Harvard Court,否,高价值客户
Cust-12310,男,38,本科,技术工人,20至30万,133****0150,是,erika2@adventure-works.com,6432 Vista Way,否,一般价值客户
Cust-12325,女,60,初中及其以下,普通工人,5万以下,189****0183,是,latoya2@adventure-works.com,9145 Paso Del Rio Way,否,一般价值客户
Cust-12340,男,43,硕士及其以上,技术工人,10至20万,178****0189,否,jaclyn37@adventure-works.com,7357 Scramble Road,否,低价值客户
Cust-12355,女,50,本科,技术工人,20至30万,185****0164,是,eduardo21@adventure-works.com,8000 Crane Court,否,一般价值客户
Cust-12370,女,53,高中,普通工人,5至10万,199****0158,是,alexandria27@adventure-works.com,2627 Holiday Hills Drive,否,低价值客户
Cust-12385,男,57,初中及其以下,普通工人,5万以下,171****0100,是,ian76@adventure-works.com,9204 Lexington Road,否,高价值客户
Cust-12400,男,22,大专,普通工人,10至20万,186****0123,否,javier1@adventure-works.com,8267 Lavene Way,否,低价值客户
Cust-12415,男,58,高中,普通工人,5至10万,139****0164,否,kate18@adventure-works.com,8818 Gentrytown Dr.,否,低价值客户
Cust-12430,女,39,高中,普通工人,5至10万,150****0162,否,ryan43@adventure-works.com,9844 Green Tea Drive,否,低价值客户
Cust-12445,男,29,本科,管理人员,30万以上,155****0110,是,brittney12@adventure-works.com,4038 Elk Dr,否,一般价值客户
Cust-12460,男,34,大专,普通工人,5至10万,155****0130,是,david22@adventure-works.com,8786 Croyden Dr.,否,一般价值客户
Cust-12475,女,59,初中及其以下,普通工人,5至10万,159****0194,是,xavier87@adventure-works.com,2033 Woodbury Place,否,一般价值客户
Cust-12490,男,40,高中,普通工人,5至10万,198****0122,是,cesar12@adventure-works.com,7281 Running Springs Rd.,否,一般价值客户
Cust-12505,男,25,大专,普通工人,10至20万,187****0166,是,billy5@adventure-works.com,3330 Hawes Street,否,低价值客户
Cust-12520,女,29,大专,普通工人,5万以下,173****0155,否,lacey1@adventure-works.com,8085 Sunnyvale Avenue,否,低价值客户
Cust-12535,男,25,本科,公司白领,20至30万,176****0112,否,leah7@adventure-works.com,8387 E. Lane Rd.,否,一般价值客户
Cust-12565,男,44,高中,普通工人,5至10万,133****0119,是,jason40@adventure-works.com,8759 Arnold Dr.,否,一般价值客户
Cust-12580,女,43,本科,专业人员,20至30万,136****0168,是,ebony35@adventure-works.com,3168 Limewood Pl.,否,一般价值客户
Cust-12595,男,29,本科,公司白领,20至30万,180****0188,是,jackson51@adventure-works.com,3505 Bisca Y Court,否,低价值客户
Cust-12610,男,28,硕士及其以上,专业人员,20至30万,145****0137,否,antonio1@adventure-works.com,9882 Clay Rde,否,一般价值客户
Cust-12625,男,46,高中,普通工人,5至10万,158****0130,是,jerome7@adventure-works.com,600 Lake Place,否,一般价值客户
Cust-12640,男,33,本科,专业人员,20至30万,156****0137,是,nancy7@adventure-works.com,6075 Olive Hill,否,低价值客户
Cust-12655,女,24,高中,普通工人,5至10万,145****0110,是,taylor14@adventure-works.com,4906 Vine Hill Way,否,一般价值客户
Cust-12670,女,45,初中及其以下,普通工人,5万以下,186****0100,是,james41@adventure-works.com,3508 Canning Road,否,一般价值客户
Cust-12685,女,63,初中及其以下,普通工人,5至10万,183****0112,是,brian19@adventure-works.com,2947 Vine Lane,是,高价值客户
Cust-12700,女,50,硕士及其以上,技术工人,20至30万,153****0132,是,blake16@adventure-works.com,7720 Winterberry Ct,否,低价值客户
Cust-12715,男,70,大专,普通工人,5万以下,151****0132,否,frank26@adventure-works.com,4633 Jefferson Street,是,低价值客户
Cust-12730,女,38,大专,普通工人,10至20万,181****0175,是,cindy6@adventure-works.com,4190 Trujillo,否,一般价值客户
Cust-12745,男,52,大专,普通工人,5至10万,157****0165,是,natalie58@adventure-works.com,9665 Pamploma Ct.,否,一般价值客户
Cust-12760,女,31,初中及其以下,普通工人,5万以下,158****0191,否,jay49@adventure-works.com,9755 Glen Road,否,高价值客户
Cust-12775,男,36,硕士及其以上,公司白领,20至30万,175****0153,否,omar2@adventure-works.com,2680 Claudia Drive,否,高价值客户
Cust-12790,女,31,本科,技术工人,20至30万,175****0197,否,trinity9@adventure-works.com,1939 Meadow Glen Way,否,低价值客户
Cust-12805,男,42,初中及其以下,普通工人,5至10万,183****0157,否,sierra3@adventure-works.com,4277 La Cruz,否,一般价值客户
Cust-12820,女,33,本科,管理人员,20至30万,145****0146,否,christine4@adventure-works.com,6904 Sunset Way,否,高价值客户
Cust-12835,女,43,本科,公司白领,20至30万,188****0127,是,blake30@adventure-works.com,878 Megan Dr.,否,一般价值客户
Cust-12850,男,57,初中及其以下,普通工人,5万以下,157****0177,否,brett13@adventure-works.com,9171 Morello Ave,否,低价值客户
Cust-12865,男,34,本科,公司白领,20至30万,198****0154,是,ana7@adventure-works.com,1267 Scenic Drive,否,一般价值客户
Cust-12880,女,54,本科,管理人员,20至30万,153****0118,否,melvin5@adventure-works.com,2430 Santa Lucia,否,一般价值客户
Cust-12895,女,25,大专,普通工人,10至20万,183****0118,是,lucas46@adventure-works.com,2651 Ancona Ct.,否,高价值客户
Cust-12910,男,52,高中,普通工人,5至10万,150****0171,否,melanie27@adventure-works.com,6854 Muir Road,否,一般价值客户
Cust-12925,男,66,大专,普通工人,10至20万,173****0132,否,luke52@adventure-works.com,905 Johnson Road,是,高价值客户
Cust-12940,男,43,硕士及其以上,技术工人,20至30万,186****0132,是,jaclyn21@adventure-works.com,3394 Rock Drive,否,一般价值客户
Cust-12955,男,34,大专,普通工人,5万以下,157****0141,是,joel14@adventure-works.com,9089 San Jose Ave,否,高价值客户
Cust-12970,男,51,本科,专业人员,20至30万,183****0129,是,adrienne8@adventure-works.com,6299 Elmonte Drive,否,低价值客户
Cust-12985,女,26,大专,普通工人,5至10万,149****0168,否,angela17@adventure-works.com,8956 Birch Bark Road,否,高价值客户
Cust-13000,女,40,本科,专业人员,20至30万,147****0112,是,melvin12@adventure-works.com,4575 Pinehurst Court,否,一般价值客户
Cust-13015,男,50,高中,普通工人,5至10万,131****0120,否,katelyn1@adventure-works.com,3142 Broadway St.,否,低价值客户
Cust-13030,女,51,硕士及其以上,管理人员,30万以上,184****0198,是,jessie3@adventure-works.com,7614 Inez Ave,否,高价值客户
Cust-13045,男,34,本科,公司白领,20至30万,132****0111,是,ramon9@adventure-works.com,1626 Green Valley Road,否,低价值客户
Cust-13060,男,41,本科,技术工人,20至30万,166****0197,是,curtis9@adventure-works.com,9695 Notre Dame Avenue,否,高价值客户
Cust-13075,女,57,初中及其以下,普通工人,5万以下,150****0112,是,deb4@adventure-works.com,9005 Eagle Ct.,否,高价值客户
Cust-13090,女,35,本科,专业人员,20至30万,166****0130,是,angela34@adventure-works.com,2063 Trafalgar Circle,否,低价值客户
Cust-13105,女,24,大专,普通工人,10至20万,138****0129,是,reginald20@adventure-works.com,1811 Cashew Lane,否,一般价值客户
Cust-13120,女,31,高中,普通工人,5至10万,145****0167,否,alexandra11@adventure-works.com,8040 Erie Dr,否,一般价值客户
Cust-13135,女,22,本科,专业人员,30万以上,178****0152,是,billy8@adventure-works.com,9896 White Dr,否,低价值客户
Cust-13150,男,24,高中,普通工人,5至10万,147****0173,否,nathan55@adventure-works.com,1077 Laurel Drive,否,高价值客户
Cust-13165,女,57,初中及其以下,普通工人,5至10万,185****0186,是,hailey45@adventure-works.com,6984 Wardlow Lane,否,一般价值客户
Cust-13180,男,38,高中,普通工人,5至10万,178****0154,否,carly5@adventure-works.com,2973 Tanager Road,否,低价值客户
Cust-13195,男,40,高中,普通工人,5至10万,171****0120,是,grace2@adventure-works.com,2943 Eagle Peak Road,否,低价值客户
Cust-13210,女,39,本科,专业人员,20至30万,139****0128,否,cynthia9@adventure-works.com,3888 Pastime Drive,否,低价值客户
Cust-13225,男,43,大专,普通工人,5至10万,199****0199,否,alvin19@adventure-works.com,9663 Soto Street,否,高价值客户
Cust-13240,女,75,高中,普通工人,5至10万,198****0150,否,bailey22@adventure-works.com,9665 Pamploma Ct.,是,低价值客户
Cust-13255,女,42,高中,普通工人,5至10万,150****0192,是,aaron51@adventure-works.com,864 Wee Donegal,否,一般价值客户
Cust-13270,女,61,本科,技术工人,30万以上,198****0177,否,jan15@adventure-works.com,8335 West Hook Road,是,低价值客户
Cust-13285,男,27,高中,普通工人,5至10万,149****0167,否,angel30@adventure-works.com,8531 Bayter Court,否,一般价值客户
